COUNTRY,COURSE (SPECIALIZATION),FEES_category,FEES_Smoothed_ES,COURSE TYPE_M.ENG,COURSE TYPE_M.Sc,COURSE TYPE_MASTERS OF MANAGEMENT,COURSE TYPE_MBA
AUSTRALIA,M.ENG in Agriculture,High,0.7885864654368545,1,0,0,0
AUSTRALIA,M.ENG in Biological,High,0.8525050893402615,1,0,0,0
AUSTRALIA,M.ENG in Mechatronics,High,0.7592833726744381,1,0,0,0
AUSTRALIA,M.ENG in Energy Engineering,High,0.6940281710083611,1,0,0,0
AUSTRALIA,M.ENG in Food Technology,High,0.7848533749384928,1,0,0,0
AUSTRALIA,M.ENG in Software,High,0.7119271725931993,1,0,0,0
AUSTRALIA,M.Sc in Physics,High,0.654030810750877,0,1,0,0
AUSTRALIA,M.Sc in Chemistry,Medium,0.4491509018966833,0,1,0,0
AUSTRALIA,"M.Sc in 
Biology",High,0.6517881921622832,0,1,0,0
AUSTRALIA,M.Sc in Psychology ,High,0.7560158438971489,0,1,0,0
AUSTRALIA,M.Sc in Environment,High,0.8665936515626087,0,1,0,0
AUSTRALIA,M.Sc in Agriculture,High,0.8749700826662862,0,1,0,0
AUSTRALIA,M.Sc in Mathematics,High,0.8069662872483216,0,1,0,0
AUSTRALIA,M.Sc in Communication,Medium,0.6787396240120611,0,1,0,0
RUSSIA,MBA in Executive MBA,Medium,0.3159983704536641,0,0,0,1
RUSSIA,MBA in Finance,Low,-0.2647373976008931,0,0,0,1
RUSSIA,MASTER OF MANAGEMENT in Marketing,Low,-0.7409324702822504,0,0,1,0
RUSSIA,MASTER OF MANAGEMENT in Management,Low,-1.075401779176567,0,0,1,0
RUSSIA,MASTER OF MANAGEMENT in Finance,Low,-1.2423201771952956,0,0,1,0
RUSSIA,MASTER OF MANAGEMENT in International Business,Low,-1.3061123773000214,0,0,1,0
RUSSIA,MASTER OF MANAGEMENT in Business Administration,Low,-1.4996486483627618,0,0,1,0
RUSSIA,MASTER OF MANAGEMENT in Economics,Low,-1.5021763892039746,0,0,1,0
RUSSIA,MASTER OF MANAGEMENT in Commerce,Low,-1.4992259945598534,0,0,1,0
RUSSIA,M.ENG in Electrical,Low,-1.5366938623819353,1,0,0,0
RUSSIA,M.ENG in Civil Engineering,Low,-1.564582742711386,1,0,0,0
RUSSIA,M.ENG in Computer Engineering,Low,-1.606306953403258,1,0,0,0
RUSSIA,M.ENG in Biology,Low,-1.6543931454622307,1,0,0,0
RUSSIA,M.ENG in Biomedical,Low,-1.6791802345355595,1,0,0,0
RUSSIA,M.ENG in Mechatronics,Low,-1.6865251976801794,1,0,0,0
RUSSIA,M.ENG in Nanotechnology,Low,-1.6754305182043172,1,0,0,0
RUSSIA,M.ENG in Nuclear,Low,-1.661698401787053,1,0,0,0
RUSSIA,M.Sc in Physics,Low,-1.7019271309864072,0,1,0,0
RUSSIA,M.Sc in Chemistry,Low,-1.7904630703393387,0,1,0,0
RUSSIA,M.Sc in Biology,Low,-1.7681990316577574,0,1,0,0
RUSSIA,M.Sc in Psychology ,Low,-1.799094907481351,0,1,0,0
RUSSIA,M.Sc in Mathematics,Low,-1.732895769113629,0,1,0,0
SINGAPORE,MBA in Banking,Medium,-1.2749614748231557,0,0,0,1
SINGAPORE,MBA in Business Administration,High,-0.6637478121883659,0,0,0,1
SINGAPORE,MBA in Supplychain & Logistics Management,Medium,-0.4296713527649849,0,0,0,1
SINGAPORE,MBA in Finance,Medium,-0.3541669852920048,0,0,0,1
SINGAPORE,MBA in Marketing,Medium,-0.282169454684824,0,0,0,1
SINGAPORE,MASTERS OF MANAGEMENT in Hotel Management,Medium,-0.1522698811020297,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Marketing,Medium,-0.1010778957911205,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Logistics & Supply Chain ,Medium,-0.0434343300379563,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Finance,Medium,-0.0248930100462692,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in International Business ,High,0.1738131666846279,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Supply Chain Management,Medium,0.1669179538565864,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Hospital/Healthcare Management,Medium,0.0814775527379172,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Retail,Low,-0.3002424423139042,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Human Resource Management,Medium,-0.3177663013940177,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Aviation,Medium,-0.1771876737984653,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Accounting,High,0.1046938485289175,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Operations,Medium,0.1185344311475891,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Communication,High,0.2618978247925219,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Entrepreneurship & Leadership Management,Low,-0.1882807360994265,0,0,1,0
SINGAPORE,MASTERS OF MANAGEMENT in Project Management,High,0.084898734126675,0,0,1,0
SINGAPORE,M.ENG in Mechanical,Medium,0.1125943497532986,1,0,0,0
SINGAPORE,M.ENG in Electrical,Low,-0.253288292838725,1,0,0,0
SINGAPORE,M.ENG in Architecture,Medium,-0.1241365691224812,1,0,0,0
SINGAPORE,M.ENG in Civil Engineering,High,0.2555322641928381,1,0,0,0
SINGAPORE,M.ENG in Computer Engineering,High,0.4907469069243262,1,0,0,0
SINGAPORE,M.ENG in Aerospace Engineering,Medium,0.3887715720243754,1,0,0,0
SINGAPORE,M.ENG in Biomedical,Medium,0.3253053362816888,1,0,0,0
SINGAPORE,M.ENG in Energy Engineering,High,0.6183649727325568,1,0,0,0
SINGAPORE,M.ENG in Mechatronics,Low,0.0379624480359303,1,0,0,0
SINGAPORE,M.Sc in Biology,Low,-0.2752616592092757,0,1,0,0
ITALY,MBA in Business Administration,Low,-0.4578689767247216,0,0,0,1
ITALY,MBA in International Business,Medium,-0.2681173648443876,0,0,0,1
ITALY,MBA in Operations,Low,-0.4528679706693003,0,0,0,1
ITALY,MASTERS OF MANAGEMENT in Hotel Management,Low,-0.9173888127118648,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Marketing,Medium,-0.8047505871621752,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Luxury And Brand,Medium,-0.6961876567097443,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Global Business Management,Low,-0.7827627772079329,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Finance,Low,-1.080602919906858,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in International Business,Low,-0.9845573934455316,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Supply Chain Management,Medium,-0.7842456272474027,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Human Resource Management,Medium,-0.6440271819783001,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Tourism Management,Low,-0.9333939073620134,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Operations,Low,-0.918561550431638,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Project Management,Medium,-0.7380485371376773,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Communication,Medium,-0.3772874730399488,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Data Analysis,Low,-0.4922363884227156,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Digital Marketing,Medium,-0.439620714801019,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in ENTREPRENEURSHIP AND LEADERSHIP,Low,-0.900175922461364,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Environment,Low,-1.2225645678236057,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Fashion Management,Medium,-0.7088869596732177,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Luxury And Brand,Medium,-0.3493126339679464,0,0,1,0
ITALY,MASTERS OF MANAGEMENT in Sports,Medium,-0.3395740866826806,0,0,1,0
ITALY,M.ENG in Mechanical,Low,-0.5028876759561047,1,0,0,0
ITALY,M.ENG in Electrical,Low,-0.8971286910277821,1,0,0,0
ITALY,M.ENG in Architechture,Low,-0.8931758989976762,1,0,0,0
ITALY,"M.ENG in 
Civil",Low,-1.1578920090516889,1,0,0,0
ITALY,M.ENG in IT & Networking,Low,-1.3403577786392498,1,0,0,0
ITALY,M.ENG in Chemical,Low,-1.2034362603257036,1,0,0,0
ITALY,M.ENG in Computer Science Engineering,Low,-1.1075911975062214,1,0,0,0
ITALY,M.ENG in Aerospace Engineering,Low,-1.0404996535325837,1,0,0,0
ITALY,M.ENG in Biomedical,Low,-0.9935355727510372,1,0,0,0
ITALY,M.ENG in Electrical,Low,-0.960660716203955,1,0,0,0
ITALY,M.ENG in Energy & Environment,Low,-1.0892189736618865,1,0,0,0
ITALY,M.ENG in Food Technology,Low,-1.2622587571233137,1,0,0,0
ITALY,M.ENG in Industrial,Low,-1.4286105627656622,1,0,0,0
ITALY,M.ENG in Materials,Low,-1.4734081866465871,1,0,0,0
ITALY,M.ENG in Mechatronics,Low,-1.489666704592167,1,0,0,0
ITALY,M.ENG in Nanotechnology,Low,-1.538797214081743,1,0,0,0
ITALY,M.ENG in Nuclear,Low,-1.5882883894955144,1,0,0,0
ITALY,M.ENG in Production,Low,-1.585182665357484,1,0,0,0
ITALY,M.Sc in Physics,Low,-1.5830086584608627,0,1,0,0
ITALY,M.Sc in Chemistry,Low,-1.6381111740247334,0,1,0,0
ITALY,M.Sc in Biology,Low,-1.6842328443049774,0,1,0,0
ITALY,M.Sc in Environment,Low,-1.5617448710976989,0,1,0,0
ITALY,M.Sc in Mathematics,Low,-1.551502383707945,0,1,0,0
BELGIUM,MBA in Business Administartion,High,-0.2563785323955046,0,0,0,1
BELGIUM,MBA in Supply Chain And Logistic,Medium,-0.3335687513709249,0,0,0,1
BELGIUM,MBA in Executive MBA,High,0.5961750102404096,0,0,0,1
BELGIUM,MASTERS OF MANAGEMENT in Marketing,Medium,0.3406517365494182,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in Management,Medium,0.0843524368905214,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in General Management,High,0.8887198420234214,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in Global Management,Medium,0.4680001107223231,0,0,1,0
BELGIUM,"MASTERS OF MANAGEMENT in 
Finance",Medium,0.1734962988115548,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in International Business,Medium,0.0523310775460969,0,0,1,0
BELGIUM,"MASTERS OF MANAGEMENT in 
Information Technology",Low,-0.5405206500229857,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in Business Administartion,Medium,-0.473921327305758,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in Economics College,High,0.5559085359978543,0,0,1,0
BELGIUM,MASTERS OF MANAGEMENT in Entreprenuer and Leadership,Medium,0.2932506517645794,0,0,1,0
BELGIUM,M.ENG in Mechanical,Low,-0.2273358257935341,1,0,0,0
BELGIUM,M.ENG in Electrical,Low,-0.5539968131565433,1,0,0,0
BELGIUM,M.ENG in Architecture,Low,-0.8989281088478748,1,0,0,0
BELGIUM,M.ENG in Civil,Low,-1.2177665870335317,1,0,0,0
BELGIUM,M.ENG in Chemical,Low,-1.26919308324259,1,0,0,0
BELGIUM,M.ENG in Agriculture,Low,-1.476952069109832,1,0,0,0
BELGIUM,M.ENG in Biology,Low,-1.5468842653615609,1,0,0,0
BELGIUM,M.ENG in Biomedical,Low,-1.4995754580722105,1,0,0,0
BELGIUM,M.ENG in Materials,Low,-1.4664592929696654,1,0,0,0
BELGIUM,M.ENG in Nuclear,Low,-1.6361781621982805,1,0,0,0
BELGIUM,M.Sc in Physics,Low,-1.754377377907468,0,1,0,0
BELGIUM,M.Sc in Chemistry,Low,-1.799367281976229,0,1,0,0
BELGIUM,M.Sc in Biology,Low,-1.8480740082233795,0,1,0,0
BELGIUM,M.Sc in Psychology ,Low,-1.8821687165963843,0,1,0,0
BELGIUM,M.Sc in Environment,Low,-1.92302230857494,0,1,0,0
BELGIUM,M.Sc in Data Analysis,Low,-1.9467123818593317,0,1,0,0
